name,street_address,zip_code,avg_rating,num_of_reviews,price,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close,Sunday_open,Sunday_close,Delivery,Dine-in,Takeout,Good for kids,Casual,Dinner,Lunch
Sal's Pizza & Pasta,192 N Highland Ave,10562,4.2,28.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mr Pizza,1448 East Ave,10462,4.1,67.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
New York Pizza & Restaurant - UNDER NEW OWNERSHIP,1946 US-6,10512,4.3,28.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Little Italy Pizza,15 Lacey Rd,08731,4.4,88.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Scardinos Pizzeria & Restaurant,1 S Main St,07644,4.4,18.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nucci's PERMENTLY CLOSED,616 Forest Ave,10310,3.8,28.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvatore's Old Fashioned Pizzeria,2160 Penfield Rd,14526,4.1,58.0,2.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,12.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Stewart's Shops,1529 Crescent Rd,12065,4.4,25.0,2.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony's Pizza,259 Fish Pond Rd # 506,08080,4.4,128.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cinema Pizza,215 Quassaick Ave Suite 105,12553,4.7,113.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Renaissance Express,1425 Kings Hwy,11229,4.6,38.0,2.0,7.0,23.0,7.0,23.0,7.0,23.0,7.0,23.0,7.0,16.0,21.0,1.0,9.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ed's,335 US-202,10970,4.8,33.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Calabria Mia,83 W Main St,08876,4.0,58.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Jimmy's Pizza,822 Mamaroneck Ave,10543,4.7,78.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,13.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Anthony's Corner Grille & Restaurant,1 Cape May Ave,08317,4.7,18.0,1.0,7.0,15.0,7.0,15.0,7.0,15.0,7.0,15.0,7.0,20.0,7.0,20.0,7.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Don Franco's Apollo Pizza,283 Egg Harbor Rd a,08080,3.7,86.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,10.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Pizza Hut,2275 Brewerton Rd,13211,3.2,35.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mariella's Restaurant & Bar,41 New Main St,10927,4.3,88.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Bella,8130 Broadway,11373,4.4,28.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Santino's Pizza Etc,35 W Sylvania Ave,07753,4.3,124.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Crown Fried Chicken & Pizza,640 Conduit Blvd,11208,3.7,88.0,1.0,9.0,2.0,9.0,2.0,9.0,2.0,9.0,2.0,9.0,2.0,9.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Coliseum Pizza Roma,696 Ridge Rd,14580,3.2,158.0,1.0,17.0,4.0,17.0,4.0,17.0,4.0,17.0,4.0,17.0,4.0,17.0,4.0,17.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Sacco's Pizzeria,522 Atlantic Ave,07740,4.0,24.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Brother's Pizza,27 E Kingsbridge Rd,10468,4.0,93.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mike's Pizzeria & Italian Restaurant,474 Avenue C,07002,4.1,88.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,12.0,23.0,12.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
La Vita's Pizza II,1710 NJ-38,08048,4.2,58.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brenda's Pizzeria,9 Main St,13673,3.9,138.0,2.0,10.0,19.0,10.0,20.0,10.0,20.0,10.0,21.0,10.0,21.0,11.0,21.0,11.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
South Brooklyn Pizza,122 1st Avenue,10009,4.6,15.0,1.0,11.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Lil' Dudes Pizzeria,2539 Webster Ave,10458,4.0,48.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Tru North Pizza,4671 NY-68,13669,5.0,38.0,1.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tony's Pizzeria &Deli,195 Oriskany Blvd,13492,4.0,118.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Marlboro Pizza,113 Route 9 S,07726,3.6,13.0,3.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,8.0,21.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Pepe Joe's Brick Oven Pizza,722 Courtlandt Ave #5004,10451,4.2,144.0,2.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Angelo's Pizza & Deli,3219 Greenpoint Ave,11101,4.1,38.0,2.0,6.0,17.0,6.0,17.0,6.0,17.0,6.0,17.0,6.0,17.0,6.0,17.0,6.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bensi,87 Berdan Ave,07470,4.2,78.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chelsea Pizza 23,268 W 23rd St,10011,3.1,28.0,2.0,10.0,1.0,10.0,1.0,10.0,2.0,10.0,4.0,10.0,5.0,10.0,5.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Mi Olivia Restaurant,660 Fulton Ave,11550,4.3,147.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dany's Pizza Restaurant,956 Jamaica Ave,11208,4.5,153.0,1.0,6.0,17.0,6.0,17.0,6.0,17.0,6.0,17.0,6.0,17.0,7.0,15.0,7.0,15.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Pavese's,86 Vineyard Ave,12528,4.0,26.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Death By Pizza,44 9th Ave,10011,4.6,47.0,2.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Empire Pizza & Fried Chicken,492 Hempstead Turnpike,11003,3.9,25.0,1.0,14.0,1.0,14.0,1.0,14.0,1.0,14.0,1.0,14.0,2.0,14.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gregorio's Pizzeria,4656 Merrick Rd,11758,4.4,88.0,2.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Pizza Central of Brooklyn,941 McDonald Ave,11218,3.4,68.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Carlo's Pizzas,605 E Chestnut Ave,08360,4.1,108.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Napoli Pizza,2030 NJ-88,08724,3.7,50.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Famosa Pizza,621 E 187th St,10458,4.6,64.0,1.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Sip Pizza,60 Sip Ave,07306,4.3,88.0,1.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LT's Pizzeria,399 Dover Rd,08757,4.5,58.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fratelli Brick Oven Pizza,1317 1st Avenue,10021,3.4,26.0,2.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Al Dente Pizzeria,7 Elm Pl,10580,4.6,86.0,3.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,210 1st Avenue,10009,3.0,38.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,2.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Aldo's Pizzeria & Restaurant,26 Palmer Ave,10708,4.0,97.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Piu Bella Pizza,79-16 21st Ave,11370,4.7,77.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Hut,104 Highbridge St,13066,3.2,15.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Stewart's Shops,"2300 Salt Point Turnpike, Taconic State Parkway",12514,4.0,26.0,1.0,5.0,22.0,5.0,22.0,5.0,22.0,5.0,22.0,5.0,22.0,5.0,22.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gino's,1351 Forest Ave,10302,4.4,43.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Neptune Pizza,211 NJ-35,07753,4.1,65.0,1.0,7.0,22.0,7.0,22.0,7.0,22.0,7.0,22.0,7.0,22.0,7.0,22.0,7.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tony's Pizza,53 E Kingsbridge Rd,10468,3.2,58.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Nicky's II Pizza & Deli,57 Lake Rd,10920,4.7,146.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Neptune Pizza,3033 Coney Island Ave,11235,4.4,117.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Mario's Famous Pizza,141 Fayette St,08861,3.7,98.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
The Original Luigi's Famous Pizza,1208 NJ-34 #3,07747,3.8,38.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Pontillo's,"Woods Plaza, 807 Ridge Rd",14580,4.1,75.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Savona's Pizza,1090 Morton Blvd,12401,4.1,128.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Yonkers Pizza,1 Ridge Hill Boulevard,10710,4.1,13.0,3.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Joe's Pizza,943 Kings Hwy STE 504,08066,4.4,156.0,1.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,21.0,10.0,21.0,10.0,21.0,11.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Stewart's Shops,110 Hoosick St,12180,3.4,28.0,2.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie D's,367 Central Ave,11580,4.6,104.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mozzarella Cucina Italiana & Pizzeria,40 Jersey Ave Unit B,08901,4.0,64.0,2.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,3.0,10.0,3.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Hut,1908A NJ-27,08817,3.9,68.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Delicias Pizza & Chicken,141-20 Holly Ave,11355,4.3,88.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3 Brother's Pizzeria,1615 Broadway,12189,4.4,151.0,1.0,11.0,21.0,11.0,15.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,21.0,16.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Prime Pizza Co,57 Kensico Rd,10594,4.5,117.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,23.0,0.0,0.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Carrabba's Italian Grill,1864 NJ-35,07748,4.3,28.0,1.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,23.0,11.0,23.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Andrews Pizzeria,79-22 Eliot Ave,11379,3.7,68.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Michael & Sons Italian Food & Pizza,19213 47th Ave,11358,4.4,193.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Uncle Joe's Pizzeria & Grill,333 N Black Horse Pike,08094,4.3,88.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Angelo's Pizza,548 E Meadow Ave,11554,4.4,68.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sedgwick Pizza,3891 Sedgwick Ave,10463,4.1,58.0,2.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Acqua NYC,718 Amsterdam Ave,10025,4.0,118.0,2.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Pizza Fusion,33 Godwin Ave,07450,3.5,28.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Fratello's Pizza Hopewell Junction,2537 NY-52,12533,4.3,78.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Primavera Pizza & Pasta,1005 2nd Ave A,10022,3.7,58.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,3.0,11.0,3.0,12.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
King Ferry Pizzeria,1007 Main,13081,4.2,95.0,1.0,16.0,21.0,16.0,21.0,16.0,21.0,16.0,21.0,16.0,22.0,11.0,22.0,15.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Forcella,377 Park Ave S,10016,4.4,38.0,2.0,11.0,0.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,4.0,11.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Joe's Pizzeria,881 E Jericho Turnpike,11746,4.3,98.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mr Pizza Slice,10 Monmouth St,07701,4.0,138.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,10.0,23.0,10.0,23.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,632 State St,08861,3.6,88.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Mimi's Pizza & Restaurant,1248 Lexington Ave # 4,10028,4.1,48.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
Rego Park Famous Pizza,99-10 63Rd,11374,4.4,108.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Angelo's Pizza and Pasta,147 Irving Ave,10573,4.5,48.0,1.0,10.0,19.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domino's Pizza,317 21st Ave,07501,2.7,78.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Vanessa Cafe Restaurant Pizzeria,3815 Church Rd,08054,4.8,48.0,1.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,14.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pullella's Pizza Parlor,2 Berlin Rd N,08021,4.2,196.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Pontillo's Pizzerias,32 S Main St,14428,4.5,72.0,1.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,11.0,23.0,11.0,23.0,13.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Little Caesars Pizza,51 E Prospect Ave,10550,3.9,38.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Pieology Pizzeria,285 Broadway,11211,4.3,28.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,10.0,2.0,10.0,2.0,11.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Sal's Pizza,1885 US-6,10512,4.2,93.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DiMarco's Pizzeria,301 Englewood Ave,14223,3.6,78.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam's Pizza,340 S Main St,08835,4.1,118.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,14.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tony's Pizza Pasta Grill,755 Van Houten Ave,07013,4.7,124.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Destiny's,2383 Fillmore Ave,14214,3.7,138.0,1.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,0.0,10.0,0.0,10.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Little Caesars Pizza,3969 Vineyard Dr SUITE 300,14048,4.1,155.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Papa John's Pizza,5542 Metropolitan Ave,11385,3.3,55.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Mama Theresa's,1071 Old Country Rd,11590,4.3,728.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Nick & Joe's,668 W Cuthbert Blvd,08108,4.2,198.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Pizza Sam,89-06 Northern Blvd,11372,4.4,428.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Big Cheese Pizza,701 Canton St,13669,4.4,148.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Presto Pizza,1142 Front St,11553,4.0,258.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,22.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Deer Hills Pizzeria,2128 Deer Park Ave,11729,4.4,103.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Papa John's,148 NY-37,13655,4.0,57.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fratelli Pizzeria,553 E Main St,11706,4.6,116.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bubba's Roadhouse,6968 Ridge Rd,14551,4.3,48.0,1.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Neron's Pizza Restaurant,215-32 Hillside Avenue,11427,4.4,48.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
